"博主ID","好友ID"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=827446"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=404304"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=1484818"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=865263"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=2398796"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=593514"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=1339385"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=789923"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=280034"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=684007"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=907017"
"http://blog.sciencenet.cn/home.php?mod=space&uid=3309590",
"http://blog.sciencenet.cn/home.php?mod=space&uid=100318","http://blog.sciencenet.cn/home.php?mod=space&uid=575129"
"http://blog.sciencenet.cn/home.php?mod=space&uid=100318","http://blog.sciencenet.cn/home.php?mod=space&uid=732399"
"http://blog.sciencenet.cn/home.php?mod=space&uid=100318","http://blog.sciencenet.cn/home.php?mod=space&uid=39416"
"http://blog.sciencenet.cn/home.php?mod=space&uid=100318","http://blog.sciencenet.cn/home.php?mod=space&uid=226945"
"http://blog.sciencenet.cn/home.php?mod=space&uid=865641",
"http://blog.sciencenet.cn/home.php?mod=space&uid=631732","http://blog.sciencenet.cn/home.php?mod=space&uid=117889"
"http://blog.sciencenet.cn/home.php?mod=space&uid=631732","http://blog.sciencenet.cn/home.php?mod=space&uid=498457"
"http://blog.sciencenet.cn/home.php?mod=space&uid=631732","http://blog.sciencenet.cn/home.php?mod=space&uid=593727"
"http://blog.sciencenet.cn/home.php?mod=space&uid=631732","http://blog.sciencenet.cn/home.php?mod=space&uid=572717"
"http://blog.sciencenet.cn/home.php?mod=space&uid=631732","http://blog.sciencenet.cn/home.php?mod=space&uid=814548"
"http://blog.sciencenet.cn/home.php?mod=space&uid=631732","http://blog.sciencenet.cn/home.php?mod=space&uid=411071"
"http://blog.sciencenet.cn/home.php?mod=space&uid=631732","http://blog.sciencenet.cn/home.php?mod=space&uid=2237"
"http://blog.sciencenet.cn/home.php?mod=space&uid=631732","http://blog.sciencenet.cn/home.php?mod=space&uid=681387"
"http://blog.sciencenet.cn/home.php?mod=space&uid=631732","http://blog.sciencenet.cn/home.php?mod=space&uid=41757"
"http://blog.sciencenet.cn/home.php?mod=space&uid=837588","http://blog.sciencenet.cn/home.php?mod=space&uid=368794"
"http://blog.sciencenet.cn/home.php?mod=space&uid=837588","http://blog.sciencenet.cn/home.php?mod=space&uid=656867"
"http://blog.sciencenet.cn/home.php?mod=space&uid=1242136","http://blog.sciencenet.cn/home.php?mod=space&uid=299"
"http://blog.sciencenet.cn/home.php?mod=space&uid=1866383",
"http://blog.sciencenet.cn/home.php?mod=space&uid=1049211",
"http://blog.sciencenet.cn/home.php?mod=space&uid=3347124",
"http://blog.sciencenet.cn/home.php?mod=space&uid=1188449",
"http://blog.sciencenet.cn/home.php?mod=space&uid=3337166",
